Provider,Fraud,inp_total_claims,inp_unique_bene,inp_sum_InscClaimAmtReimbursed,inp_mean_InscClaimAmtReimbursed,inp_sum_DeductibleAmtPaid,inp_mean_DeductibleAmtPaid,out_total_claims,out_unique_bene,out_sum_InscClaimAmtReimbursed,out_mean_InscClaimAmtReimbursed,out_sum_DeductibleAmtPaid,out_mean_DeductibleAmtPaid
PRV52649,1,0.0,0.0,0.0,0.0,0.0,0.0,2156.0,1421.0,602190.0,279.30890538033395,5170.0,2.3979591836734695
PRV52651,0,3.0,3.0,33000.0,11000.0,3204.0,1068.0,1.0,1.0,90.0,90.0,0.0,0.0
PRV52652,1,0.0,0.0,0.0,0.0,0.0,0.0,743.0,503.0,190560.0,256.47375504710635,2290.0,3.082099596231494
PRV52653,0,4.0,3.0,68000.0,17000.0,4272.0,1068.0,10.0,10.0,950.0,95.0,0.0,0.0
PRV52654,0,58.0,56.0,453700.0,7822.413793103448,59808.0,1068.0,119.0,115.0,29850.0,250.8403361344538,360.0,3.0252100840336134
PRV52656,0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,631.0,239770.0,309.3806451612903,1950.0,2.5161290322580645
PRV52657,0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,61.0,29250.0,241.73553719008265,350.0,2.8925619834710745
PRV52658,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,36.0,14840.0,380.5128205128205,120.0,3.076923076923077
PRV52659,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,3310.0,137.91666666666666,20.0,0.8333333333333334
PRV52660,0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,329.0,145400.0,260.57347670250897,2250.0,4.032258064516129
PRV52661,0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,233.0,75690.0,306.43724696356276,660.0,2.672064777327935
PRV52662,0,2.0,2.0,11000.0,5500.0,2136.0,1068.0,17.0,16.0,1790.0,105.29411764705883,0.0,0.0
PRV52663,0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,272.0,180650.0,313.62847222222223,1770.0,3.0729166666666665
PRV52665,0,0.0,0.0,0.0,0.0,0.0,0.0,607.0,416.0,146130.0,240.74135090609556,1930.0,3.1795716639209224
PRV52666,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,38.0,8930.0,228.97435897435898,70.0,1.794871794871795
PRV52667,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,150.0,50.0,0.0,0.0
PRV52668,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1850.0,264.2857142857143,0.0,0.0
PRV52669,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,300.0,300.0,0.0,0.0
PRV52670,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,760.0,58.46153846153846,100.0,7.6923076923076925
PRV52671,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,240.0,120.0,0.0,0.0
PRV52672,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,390.0,130.0,0.0,0.0
PRV52673,0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,52.0,19470.0,223.79310344827587,520.0,5.977011494252873
PRV52674,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,730.0,243.33333333333334,0.0,0.0
PRV52676,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,34.0,9800.0,251.28205128205127,40.0,1.0256410256410255
PRV52677,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,140.0,70.0,0.0,0.0
PRV52678,0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,51.0,24930.0,336.8918918918919,70.0,0.9459459459459459
PRV52679,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,36.0,16100.0,303.77358490566036,50.0,0.9433962264150944
PRV52681,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,460.0,153.33333333333334,0.0,0.0
PRV52683,0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,66.0,33240.0,253.74045801526717,220.0,1.6793893129770991
PRV52684,0,5.0,5.0,66000.0,13200.0,5340.0,1068.0,205.0,105.0,64040.0,312.390243902439,620.0,3.024390243902439
PRV52686,0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,1120.0,124.44444444444444,0.0,0.0
PRV52687,0,6.0,5.0,56000.0,9333.333333333334,6408.0,1068.0,35.0,20.0,5920.0,169.14285714285714,0.0,0.0
PRV52688,0,6.0,5.0,99000.0,16500.0,6408.0,1068.0,53.0,28.0,16670.0,314.52830188679246,150.0,2.830188679245283
PRV52689,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1330.0,110.83333333333333,100.0,8.333333333333334
PRV52690,1,0.0,0.0,0.0,0.0,0.0,0.0,117.0,37.0,52510.0,448.8034188034188,690.0,5.897435897435898
PRV52691,0,3.0,3.0,20000.0,6666.666666666667,3204.0,1068.0,14.0,12.0,2380.0,170.0,110.0,7.857142857142857
PRV52692,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,9640.0,267.77777777777777,290.0,8.055555555555555
PRV52693,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,3920.0,490.0,0.0,0.0
PRV52694,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,110.0,55.0,0.0,0.0
PRV52695,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,200.0,40.0,0.0,0.0
PRV52696,0,3.0,3.0,96000.0,32000.0,3204.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52697,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,650.0,130.0,0.0,0.0
PRV52698,0,1.0,1.0,7000.0,7000.0,1068.0,1068.0,122.0,55.0,34770.0,285.0,480.0,3.9344262295081966
PRV52699,0,1.0,1.0,9000.0,9000.0,1068.0,1068.0,11.0,10.0,4150.0,377.27272727272725,0.0,0.0
PRV52700,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,12300.0,410.0,100.0,3.3333333333333335
PRV52701,0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,55.0,25610.0,266.7708333333333,340.0,3.5416666666666665
PRV52702,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,24.0,6750.0,241.07142857142858,40.0,1.4285714285714286
PRV52703,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2700.0,675.0,190.0,47.5
PRV52704,0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,73.0,51790.0,325.72327044025155,530.0,3.3333333333333335
PRV52706,0,2.0,2.0,25000.0,12500.0,2136.0,1068.0,24.0,23.0,8190.0,341.25,0.0,0.0
PRV52708,0,5.0,4.0,32000.0,6400.0,5340.0,1068.0,26.0,11.0,8400.0,323.0769230769231,70.0,2.6923076923076925
PRV52709,0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,2220.0,170.76923076923077,0.0,0.0
PRV52710,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,4410.0,157.5,10.0,0.35714285714285715
PRV52711,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,9110.0,325.35714285714283,0.0,0.0
PRV52713,0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,21.0,14260.0,237.66666666666666,130.0,2.1666666666666665
PRV52714,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,710.0,142.0,0.0,0.0
PRV52715,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,200.0,66.66666666666667,0.0,0.0
PRV52717,0,20.0,18.0,185000.0,9250.0,21360.0,1068.0,109.0,78.0,26130.0,239.72477064220183,850.0,7.798165137614679
PRV52719,0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,33.0,10840.0,172.06349206349208,310.0,4.920634920634921
PRV52720,0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,24.0,15050.0,301.0,80.0,1.6
PRV52721,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1810.0,258.57142857142856,0.0,0.0
PRV52722,0,9.0,8.0,76000.0,8444.444444444445,9612.0,1068.0,274.0,119.0,71380.0,260.5109489051095,460.0,1.6788321167883211
PRV52723,0,18.0,16.0,169000.0,9388.888888888889,19224.0,1068.0,163.0,88.0,50760.0,311.41104294478527,220.0,1.3496932515337423
PRV52724,0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,5040.0,210.0,0.0,0.0
PRV52725,0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,40.0,18850.0,448.8095238095238,110.0,2.619047619047619
PRV52726,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,380.0,190.0,0.0,0.0
PRV52727,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,2650.0,220.83333333333334,50.0,4.166666666666667
PRV52728,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,3140.0,209.33333333333334,0.0,0.0
PRV52729,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,500.0,250.0,0.0,0.0
PRV52731,0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,4410.0,191.7391304347826,110.0,4.782608695652174
PRV52732,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,2490.0,249.0,0.0,0.0
PRV52733,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,30.0,0.0,0.0
PRV52736,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,0.0
PRV52738,0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,49.0,17660.0,284.83870967741933,50.0,0.8064516129032258
PRV52739,0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,39.0,11400.0,215.0943396226415,320.0,6.037735849056604
PRV52740,0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,18.0,6310.0,185.58823529411765,100.0,2.9411764705882355
PRV52741,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,80.0,40.0,0.0,0.0
PRV52742,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1270.0,211.66666666666666,0.0,0.0
PRV52743,0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2070.0,345.0,0.0,0.0
PRV52744,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,400.0,200.0,0.0,0.0
PRV52745,0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,152.0,47020.0,301.4102564102564,560.0,3.58974358974359
PRV52746,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,0.0
PRV52747,0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,7520.0,358.0952380952381,160.0,7.619047619047619
PRV52748,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,610.0,61.0,0.0,0.0
PRV52750,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,10700.0,411.53846153846155,160.0,6.153846153846154
PRV52751,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,300.0,100.0,0.0,0.0
PRV52752,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,560.0,280.0,0.0,0.0
PRV52753,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,130.0,65.0,0.0,0.0
PRV52754,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,0.0,0.0
PRV52755,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,5930.0,539.0909090909091,0.0,0.0
PRV52756,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,220.0,55.0,0.0,0.0
PRV52757,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,0.0,0.0
PRV52758,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,130.0,32.5,0.0,0.0
PRV52760,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4070.0,814.0,0.0,0.0
PRV52761,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,4740.0,430.90909090909093,0.0,0.0
PRV52763,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,50.0,70.0,70.0
PRV52764,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,450.0,150.0,0.0,0.0
PRV52766,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,2010.0,182.72727272727272,0.0,0.0
PRV52767,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,690.0,172.5,40.0,10.0
PRV52768,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,7310.0,292.4,90.0,3.6
PRV52769,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,40.0,40.0,0.0,0.0
PRV52770,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1090.0,155.71428571428572,0.0,0.0
PRV52771,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,250.0,62.5,0.0,0.0
PRV52772,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,2050.0,170.83333333333334,0.0,0.0
PRV52773,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,150.0,75.0,0.0,0.0
PRV52774,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,300.0,75.0,0.0,0.0
PRV52775,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3790.0,541.4285714285714,0.0,0.0
PRV52777,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,260.0,130.0,0.0,0.0
PRV52778,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,0.0,0.0
PRV52781,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,100.0,0.0,0.0
PRV52782,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,1730.0,173.0,0.0,0.0
PRV52783,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.0,70.0,0.0,0.0
PRV52784,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,270.0,135.0,0.0,0.0
PRV52785,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,60.0,60.0,0.0,0.0
PRV52786,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,120.0,60.0,0.0,0.0
PRV52787,0,11.0,11.0,67000.0,6090.909090909091,11748.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52788,0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,373.0,115280.0,287.48129675810475,1490.0,3.71571072319202
PRV52789,0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,12500.0,328.94736842105266,170.0,4.473684210526316
PRV52790,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,6860.0,245.0,200.0,7.142857142857143
PRV52791,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,200.0,200.0,0.0,0.0
PRV52792,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,320.0,64.0,80.0,16.0
PRV52793,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,4230.0,248.8235294117647,60.0,3.5294117647058822
PRV52794,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,30.0,0.0,0.0
PRV52795,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,6150.0,323.6842105263158,80.0,4.2105263157894735
PRV52796,0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,16.0,16690.0,347.7083333333333,140.0,2.9166666666666665
PRV52797,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,300.0,300.0,0.0,0.0
PRV52798,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,38.0,18160.0,324.2857142857143,200.0,3.5714285714285716
PRV52799,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,150.0,75.0,0.0,0.0
PRV52800,0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1890.0,236.25,90.0,11.25
PRV52801,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,22.0,10510.0,339.03225806451616,260.0,8.387096774193548
PRV52803,0,2.0,2.0,9000.0,4500.0,2136.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52804,0,1.0,1.0,36000.0,36000.0,1068.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52806,0,2.0,2.0,16000.0,8000.0,2136.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52807,0,2.0,2.0,17000.0,8500.0,2136.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52808,0,4.0,4.0,31000.0,7750.0,4272.0,1068.0,1.0,1.0,80.0,80.0,0.0,0.0
PRV52810,0,6.0,6.0,76000.0,12666.666666666666,6408.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52813,0,17.0,15.0,142000.0,8352.941176470587,14952.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52814,0,2.0,2.0,6000.0,3000.0,2136.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52815,1,26.0,24.0,390000.0,15000.0,27768.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52816,0,1.0,1.0,3000.0,3000.0,1068.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0
PRV52818,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,35.0,9730.0,249.48717948717947,10.0,0.2564102564102564
PRV52820,0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,30.0,6510.0,203.4375,220.0,6.875
PRV52821,1,173.0,131.0,1661000.0,9601.156069364162,179424.0,1068.0,540.0,314.0,161970.0,299.94444444444446,1550.0,2.8703703703703702
PRV52822,0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,97.0,43480.0,322.0740740740741,910.0,6.7407407407407405
PRV52823,0,7.0,7.0,46000.0,6571.428571428572,7476.0,1068.0,80.0,63.0,19100.0,238.75,480.0,6.0
PRV52824,0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,39.0,8740.0,208.0952380952381,300.0,7.142857142857143
PRV52825,0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,5870.0,266.8181818181818,0.0,0.0
PRV52826,1,0.0,0.0,0.0,0.0,0.0,0.0,292.0,103.0,101600.0,347.94520547945206,1020.0,3.493150684931507
PRV52827,0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,296.0,282060.0,350.82089552238807,1630.0,2.027363184079602
PRV52828,1,23.0,20.0,212000.0,9217.391304347826,24564.0,1068.0,21.0,18.0,9050.0,430.95238095238096,220.0,10.476190476190476
PRV52829,0,6.0,6.0,40000.0,6666.666666666667,6408.0,1068.0,527.0,320.0,186800.0,354.4592030360531,1790.0,3.396584440227704
PRV52830,0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,28.0,7250.0,213.23529411764707,220.0,6.470588235294118
PRV52831,0,20.0,19.0,246000.0,12300.0,19224.0,1068.0,11.0,11.0,1920.0,174.54545454545453,0.0,0.0
PRV52832,0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,10180.0,328.38709677419354,100.0,3.225806451612903
PRV52833,0,4.0,4.0,26000.0,6500.0,4272.0,1068.0,10.0,8.0,1460.0,146.0,200.0,20.0
PRV52835,0,11.0,11.0,128000.0,11636.363636363636,11748.0,1068.0,46.0,46.0,12360.0,268.69565217391306,200.0,4.3478260869565215
PRV52836,0,5.0,5.0,51000.0,10200.0,4272.0,1068.0,16.0,16.0,2680.0,167.5,70.0,4.375
PRV52837,0,2.0,2.0,22000.0,11000.0,2136.0,1068.0,69.0,57.0,9930.0,143.91304347826087,80.0,1.1594202898550725
PRV52838,0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,61.0,25230.0,303.9759036144578,370.0,4.457831325301205
PRV52839,0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,30.0,12290.0,372.42424242424244,390.0,11.818181818181818
PRV52841,0,1.0,1.0,13000.0,13000.0,1068.0,1068.0,2.0,2.0,320.0,160.0,0.0,0.0
PRV52842,0,24.0,24.0,286000.0,11916.666666666666,25632.0,1068.0,421.0,246.0,110510.0,262.4940617577197,1060.0,2.517814726840855
PRV52843,1,47.0,42.0,543000.0,11553.191489361701,50196.0,1068.0,204.0,155.0,49160.0,240.98039215686273,460.0,2.2549019607843137
PRV52844,0,2.0,2.0,13000.0,6500.0,2136.0,1068.0,127.0,110.0,33950.0,267.3228346456693,230.0,1.811023622047244
PRV52845,0,8.0,8.0,218000.0,27250.0,8544.0,1068.0,223.0,129.0,50340.0,225.73991031390133,460.0,2.062780269058296
PRV52846,1,175.0,164.0,2099830.0,11999.028571428571,185832.0,1068.0,66.0,60.0,17180.0,260.3030303030303,40.0,0.6060606060606061
PRV52847,1,62.0,47.0,611000.0,9854.838709677419,58740.0,1068.0,30.0,28.0,6430.0,214.33333333333334,180.0,6.0
PRV52848,0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,5280.0,211.2,110.0,4.4
PRV52849,0,2.0,2.0,43000.0,21500.0,2136.0,1068.0,12.0,11.0,2780.0,231.66666666666666,10.0,0.8333333333333334
PRV52850,0,1.0,1.0,16000.0,16000.0,1068.0,1068.0,145.0,51.0,32470.0,223.93103448275863,700.0,4.827586206896552
PRV52851,0,8.0,8.0,61000.0,7625.0,8544.0,1068.0,29.0,27.0,6460.0,222.75862068965517,170.0,5.862068965517241
PRV52853,0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,24.0,11050.0,381.0344827586207,180.0,6.206896551724138
PRV52855,0,3.0,3.0,25000.0,8333.333333333334,3204.0,1068.0,19.0,19.0,6800.0,357.89473684210526,0.0,0.0
PRV52857,0,6.0,6.0,54000.0,9000.0,5340.0,1068.0,453.0,175.0,142310.0,314.1501103752759,1060.0,2.3399558498896247
PRV52858,0,14.0,13.0,143000.0,10214.285714285714,14952.0,1068.0,66.0,64.0,21760.0,329.6969696969697,180.0,2.727272727272727
PRV52859,0,0.0,0.0,0.0,0.0,0.0,0.0,911.0,441.0,287930.0,316.059275521405,1940.0,2.129527991218441
PRV52860,1,0.0,0.0,0.0,0.0,0.0,0.0,393.0,149.0,107830.0,274.3765903307888,1290.0,3.282442748091603
PRV52861,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,1770.0,126.42857142857143,220.0,15.714285714285714
PRV52862,0,56.0,48.0,431000.0,7696.428571428572,58740.0,1068.0,20.0,19.0,1660.0,83.0,0.0,0.0
PRV52863,0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,29.0,14650.0,281.7307692307692,80.0,1.5384615384615385
PRV52864,0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,22.0,12870.0,459.64285714285717,120.0,4.285714285714286
PRV52865,0,6.0,6.0,70000.0,11666.666666666666,6408.0,1068.0,60.0,51.0,12790.0,213.16666666666666,20.0,0.3333333333333333
PRV52868,1,42.0,33.0,413000.0,9833.333333333334,44856.0,1068.0,68.0,61.0,21120.0,310.5882352941176,70.0,1.0294117647058822
PRV52869,0,7.0,7.0,82000.0,11714.285714285714,7476.0,1068.0,55.0,43.0,12120.0,220.36363636363637,30.0,0.5454545454545454
PRV52870,1,35.0,25.0,290300.0,8294.285714285714,36312.0,1068.0,554.0,215.0,163080.0,294.3682310469314,1670.0,3.0144404332129966
PRV52872,0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,102.0,47710.0,441.75925925925924,250.0,2.314814814814815
PRV52873,0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,56.0,16500.0,239.1304347826087,110.0,1.5942028985507246
PRV52875,0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1540.0,128.33333333333334,0.0,0.0
PRV52876,0,18.0,17.0,178000.0,9888.888888888889,18156.0,1068.0,55.0,49.0,17980.0,326.90909090909093,240.0,4.363636363636363
PRV52877,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,2450.0,128.94736842105263,0.0,0.0
PRV52878,0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,11700.0,433.3333333333333,0.0,0.0
PRV52879,0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,56.0,26880.0,224.0,370.0,3.0833333333333335
PRV52880,0,3.0,3.0,18000.0,6000.0,3204.0,1068.0,17.0,17.0,1560.0,91.76470588235294,60.0,3.5294117647058822
PRV52881,0,20.0,20.0,142500.0,7125.0,20292.0,1068.0,282.0,209.0,69010.0,244.7163120567376,790.0,2.801418439716312
PRV52882,0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,32.0,14960.0,364.8780487804878,130.0,3.1707317073170733
PRV52884,1,0.0,0.0,0.0,0.0,0.0,0.0,707.0,213.0,237930.0,336.53465346534654,1720.0,2.432814710042433
PRV52886,0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,41.0,24030.0,343.2857142857143,370.0,5.285714285714286
PRV52887,1,23.0,20.0,259010.0,11261.304347826086,24564.0,1068.0,507.0,192.0,124580.0,245.7199211045365,1940.0,3.826429980276134
PRV52889,0,31.0,29.0,229000.0,7387.096774193548,32040.0,1068.0,609.0,346.0,178500.0,293.1034482758621,1880.0,3.0870279146141213
PRV52890,0,4.0,4.0,29000.0,7250.0,4272.0,1068.0,18.0,18.0,5950.0,330.55555555555554,100.0,5.555555555555555
PRV52891,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,2580.0,135.78947368421052,90.0,4.7368421052631575
PRV52892,0,7.0,7.0,104000.0,14857.142857142857,7476.0,1068.0,29.0,22.0,4690.0,161.72413793103448,0.0,0.0
PRV52893,0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,227.0,131850.0,364.22651933701655,1390.0,3.839779005524862
PRV52895,0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,72.0,26180.0,323.2098765432099,190.0,2.345679012345679
PRV52896,0,17.0,16.0,266000.0,15647.058823529413,18156.0,1068.0,125.0,86.0,34920.0,279.36,200.0,1.6
PRV52897,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,39.0,9140.0,203.11111111111111,300.0,6.666666666666667
PRV52898,0,48.0,45.0,513000.0,10687.5,51264.0,1068.0,66.0,64.0,22930.0,347.42424242424244,150.0,2.272727272727273
PRV52899,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,30.0,0.0,0.0
PRV52901,0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,50.0,23030.0,270.94117647058823,80.0,0.9411764705882353
PRV52902,0,21.0,20.0,128000.0,6095.238095238095,21360.0,1068.0,25.0,25.0,4250.0,170.0,160.0,6.4
PRV52903,1,167.0,158.0,1549580.0,9278.922155688622,174084.0,1068.0,33.0,33.0,18530.0,561.5151515151515,60.0,1.8181818181818181
PRV52904,0,1.0,1.0,10000.0,10000.0,1068.0,1068.0,2.0,2.0,230.0,115.0,0.0,0.0
PRV52905,0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,58.0,25440.0,195.69230769230768,250.0,1.9230769230769231
PRV52907,0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,79.0,53600.0,292.89617486338796,560.0,3.060109289617486
PRV52910,0,10.0,9.0,149000.0,14900.0,10680.0,1068.0,8.0,8.0,2600.0,325.0,0.0,0.0
PRV52911,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2060.0,412.0,0.0,0.0
PRV52912,0,1.0,1.0,13000.0,13000.0,1068.0,1068.0,15.0,13.0,1640.0,109.33333333333333,110.0,7.333333333333333
PRV52913,0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,32.0,11600.0,331.42857142857144,220.0,6.285714285714286
